iter	Passed	Remaining
511	1780	1696
512	1784	1694
513	1788	1691
514	1791	1686
515	1794	1683
516	1798	1680
517	1801	1676
518	1804	1672
519	1807	1668
520	1811	1665
521	1814	1661
522	1818	1658
523	1821	1655
524	1825	1651
525	1829	1648
526	1831	1644
527	1836	1641
528	1839	1637
529	1842	1633
530	1845	1630
531	1848	1626
532	1850	1621
533	1853	1617
534	1856	1613
535	1859	1610
536	1863	1606
537	1866	1603
538	1870	1599
539	1872	1595
540	1876	1591
541	1879	1588
542	1882	1584
543	1885	1580
544	1887	1576
545	1891	1572
546	1893	1568
547	1897	1565
548	1900	1561
549	1903	1557
550	1905	1552
551	1908	1548
552	1911	1544
553	1914	1541
554	1918	1537
555	1921	1534
556	1924	1530
557	1927	1526
558	1930	1522
559	1932	1518
560	1936	1514
561	1939	1511
562	1941	1507
563	1944	1503
564	1947	1499
565	1951	1496
566	1954	1492
567	1957	1488
568	1960	1485
569	1963	1481
570	1966	1477
571	1969	1473
572	1971	1469
573	1975	1466
574	1979	1462
575	1981	1458
576	1984	1454
577	1987	1451
578	1990	1447
579	1993	1443
580	1996	1440
581	2000	1436
582	2003	1432
583	2006	1429
584	2009	1425
585	2013	1422
586	2015	1418
587	2019	1414
588	2022	1411
589	2026	1408
590	2029	1404
591	2032	1400
592	2036	1397
593	2038	1393
594	2042	1390
595	2046	1387
596	2049	1383
597	2053	1380
598	2057	1377
599	2060	1373
600	2065	1371
601	2068	1367
602	2071	1364
603	2075	1360
604	2079	1357
605	2082	1354
606	2086	1350
607	2089	1347
608	2092	1343
609	2095	1339
610	2098	1335
611	2101	1332
612	2106	1329
613	2108	1325
614	2111	1321
615	2116	1319
616	2119	1315
617	2123	1312
618	2127	1309
619	2131	1306
620	2134	1302
621	2138	1299
622	2141	1296
623	2145	1292
624	2149	1289
625	2153	1286
626	2157	1283
627	2160	1279
628	2163	1276
629	2167	1272
630	2171	1269
631	2175	1266
632	2179	1263
633	2182	1260
634	2186	1256
635	2189	1252
636	2192	1249
637	2195	1245
638	2200	1243
639	2203	1239
640	2207	1236
641	2210	1232
642	2214	1229
643	2217	1225
644	2221	1222
645	2224	1219
646	2228	1215
647	2231	1212
648	2235	1208
649	2238	1205
650	2241	1201
651	2245	1198
652	2249	1195
653	2252	1191
654	2256	1188
655	2260	1185
656	2263	1181
657	2267	1178
658	2270	1174
659	2273	1171
660	2277	1168
661	2281	1164
662	2284	1161
663	2287	1157
664	2290	1153
665	2294	1150
666	2296	1146
667	2302	1144
668	2306	1141
669	2310	1137
670	2313	1134
671	2317	1131
672	2320	1127
673	2323	1123
674	2327	1120
675	2331	1117
676	2335	1114
677	2339	1111
678	2343	1107
679	2346	1104
680	2349	1100
681	2352	1097
682	2356	1093
683	2359	1090
684	2362	1086
685	2366	1083
686	2368	1079
687	2371	1075
688	2375	1072
689	2378	1068
690	2382	1065
691	2385	1061
692	2388	1058
693	2393	1055
694	2396	1051
695	2399	1048
696	2402	1044
697	2405	1040
698	2408	1036
699	2410	1033
700	2414	1029
701	2417	1026
702	2420	1022
703	2423	1018
704	2426	1015
705	2429	1011
706	2432	1007
707	2436	1004
708	2439	1001
709	2443	998
710	2445	994
711	2448	990
712	2452	987
713	2455	983
714	2458	980
715	2462	976
716	2465	973
717	2469	969
718	2472	966
719	2475	962
720	2480	959
721	2483	956
722	2486	952
723	2489	949
724	2493	945
725	2496	942
726	2500	939
727	2504	935
728	2508	932
729	2512	929
730	2517	926
731	2520	922
732	2524	919
733	2527	916
734	2530	912
735	2534	909
736	2537	905
737	2540	901
738	2543	898
739	2546	894
740	2550	891
741	2552	887
742	2556	884
743	2559	880
744	2562	877
745	2565	873
746	2568	870
747	2572	866
748	2575	863
749	2578	859
750	2581	855
751	2585	852
752	2588	849
753	2593	846
754	2597	842
755	2601	839
756	2604	835
757	2607	832
758	2611	829
759	2614	825
760	2618	822
761	2622	819
762	2625	815
763	2628	811
764	2631	808
765	2634	804
766	2637	801
767	2640	797
768	2644	794
769	2648	791
770	2652	787
771	2657	784
772	2661	781
773	2665	778
774	2668	774
775	2673	771
776	2677	768
777	2680	764
778	2683	761
779	2686	757
780	2690	754
781	2692	750
782	2696	747
783	2699	743
784	2704	740
785	2708	737
786	2711	733
787	2714	730
788	2717	726
789	2720	723
790	2723	719
791	2727	716
792	2730	712
793	2735	709
794	2738	706
795	2742	702
796	2746	699
797	2749	696
798	2752	692
799	2755	688
800	2758	685
801	2761	681
802	2764	678
803	2767	674
804	2771	671
805	2774	667
806	2778	664
807	2781	660
808	2784	657
809	2786	653
810	2789	650
811	2793	646
812	2795	643
813	2801	640
814	2804	636
815	2808	633
816	2811	629
817	2815	626
818	2818	622
819	2821	619
820	2825	615
821	2828	612
822	2831	608
823	2833	605
824	2836	601
825	2839	598
826	2843	594
827	2845	591
828	2849	587
829	2852	584
830	2854	580
831	2858	577
832	2861	573
833	2864	570
834	2867	566
835	2870	563
836	2874	559
837	2877	556
838	2879	552
839	2883	549
840	2886	545
841	2890	542
842	2892	538
843	2895	535
844	2898	531
845	2902	528
846	2904	524
847	2908	521
848	2911	517
849	2914	514
850	2917	510
851	2920	507
852	2923	503
853	2925	500
854	2928	496
855	2930	493
856	2933	489
857	2936	486
858	2939	482
859	2941	478
860	2944	475
861	2948	471
862	2951	468
863	2954	464
864	2956	461
865	2959	457
866	2962	454
867	2965	450
868	2968	447
869	2971	444
870	2975	440
871	2978	437
872	2981	433
873	2984	430
874	2989	427
875	2992	423
876	2994	420
877	2997	416
878	3001	413
879	3003	409
880	3006	406
881	3008	402
882	3012	399
883	3015	395
884	3019	392
885	3022	388
886	3024	385
887	3027	381
888	3030	378
889	3033	374
890	3037	371
891	3040	368
892	3044	364
893	3046	361
894	3049	357
895	3052	354
896	3055	350
897	3058	347
898	3061	343
899	3064	340
900	3066	336
901	3069	333
902	3072	330
903	3076	326
904	3079	323
905	3082	319
906	3084	316
907	3090	313
908	3093	309
909	3097	306
910	3100	302
911	3103	299
912	3107	296
913	3111	292
914	3114	289
915	3118	285
916	3122	282
917	3125	279
918	3127	275
919	3131	272
920	3135	268
921	3138	265
922	3141	262
923	3145	258
924	3149	255
925	3153	251
926	3157	248
927	3160	245
928	3163	241
929	3167	238
930	3171	235
931	3174	231
932	3178	228
933	3181	224
934	3186	221
935	3189	218
936	3192	214
937	3196	211
938	3199	207
939	3202	204
940	3206	201
941	3209	197
942	3212	194
943	3217	190
944	3220	187
945	3223	184
946	3228	180
947	3231	177
948	3236	173
949	3240	170
950	3243	167
951	3247	163
952	3250	160
953	3253	156
954	3256	153
955	3259	150
956	3263	146
957	3266	143
958	3270	139
959	3273	136
960	3277	133
961	3280	129
962	3284	126
963	3288	122
964	3291	119
965	3294	115
966	3297	112
967	3302	109
968	3305	105
969	3309	102
970	3312	98
971	3315	95
972	3318	92
973	3321	88
974	3324	85
975	3327	81
976	3330	78
977	3334	75
978	3338	71
979	3341	68
980	3343	64
981	3346	61
982	3350	57
983	3353	54
984	3356	51
985	3360	47
986	3363	44
987	3367	40
988	3370	37
989	3375	34
990	3379	30
991	3384	27
992	3389	23
993	3393	20
994	3397	17
995	3400	13
996	3404	10
997	3407	6
998	3411	3
999	3416	0
