iter	Logloss
114	0.1068944847
115	0.1068313079
116	0.1065865203
117	0.1064943616
118	0.1064259061
119	0.1063014264
120	0.1062256791
121	0.1061670183
122	0.1060897227
123	0.1060135974
124	0.1059028419
125	0.1058242999
126	0.1057490662
127	0.105679985
128	0.1056165563
129	0.1056108701
130	0.1056055145
131	0.1056003186
132	0.1055343722
133	0.1055294287
134	0.1054664911
135	0.1053937811
136	0.1050718547
137	0.105000705
138	0.1049140692
139	0.1048290989
140	0.1047709736
141	0.1047029614
142	0.1046982516
143	0.104638734
144	0.1045823203
145	0.1044632482
146	0.1043874925
147	0.104382759
148	0.1043107978
149	0.1042440113
150	0.1041233033
151	0.1039586451
152	0.1039083946
153	0.1035840222
154	0.1035355685
155	0.1034690341
156	0.1034644687
157	0.1032001316
158	0.1031359244
159	0.1031315853
160	0.1028455772
161	0.1027713534
162	0.1026881229
163	0.1026475845
164	0.1025944258
165	0.1025217413
166	0.102329252
167	0.1022488073
168	0.1021590059
169	0.1019892678
170	0.1019265221
171	0.1019225049
172	0.1019187653
173	0.101717499
174	0.1016457418
175	0.1015797724
176	0.101443186
177	0.1013929394
178	0.1013352356
179	0.1013326479
180	0.1012924777
181	0.1012318463
182	0.1011718528
183	0.1010873261
184	0.1010168347
185	0.1010135406
186	0.1009670743
187	0.1009177252
188	0.100848807
189	0.1007946203
190	0.1005832054
191	0.100580041
192	0.1005209567
193	0.100474746
194	0.100420318
195	0.1001957446
196	0.1001434855
197	0.1000910012
198	0.1000422181
199	0.09987185498
200	0.09982054769
201	0.09976481956
202	0.09952131783
203	0.09947542228
204	0.09925207258
205	0.09920497632
206	0.09915788855
207	0.09909334676
208	0.09901966476
209	0.09901691278
210	0.09890747637
211	0.09884995458
212	0.09884741274
213	0.09879569099
214	0.09879288097
215	0.09873379465
216	0.09868393896
217	0.09863891354
218	0.09858588927
219	0.09854704211
220	0.09850282963
221	0.09845208302
222	0.09840763538
223	0.09840505609
224	0.09820719184
225	0.09799872963
226	0.09796783756
227	0.0979197034
228	0.09786817065
229	0.09781514978
230	0.0977762511
231	0.09772160597
232	0.09765674536
233	0.09761241089
234	0.09758062274
235	0.09754193009
236	0.09750562752
237	0.09746316563
238	0.09741695538
239	0.09741447736
240	0.09714395046
241	0.09709034078
242	0.09705881256
243	0.09700691828
244	0.09696007685
245	0.0969576789
246	0.09690334686
247	0.09665823684
248	0.09661234157
249	0.09656646491
250	0.09651056553
251	0.09646058356
252	0.09646054515
253	0.09642424203
254	0.09638225168
255	0.09634636175
256	0.09631182778
257	0.09630959836
258	0.0962662763
259	0.09622023563
260	0.09617211666
261	0.09614663174
262	0.0961445853
263	0.09610204975
264	0.09606171783
265	0.0960597492
266	0.09601410338
267	0.09597017228
268	0.09592314264
269	0.09589211219
270	0.09585302157
271	0.09580873318
272	0.09575925904
273	0.09575736962
274	0.09571406708
275	0.09568469753
276	0.09563996923
277	0.0956060526
278	0.09556000471
279	0.09551784188
280	0.09549074373
281	0.09544449334
282	0.09540500537
283	0.09537228286
284	0.0953291269
285	0.09530092073
286	0.09527208874
287	0.09522647257
288	0.09519155467
289	0.09515492714
290	0.09512100761
291	0.09508215144
292	0.0950451092
293	0.09500224091
294	0.09495514705
295	0.09491451078
296	0.09479378468
297	0.09479198596
298	0.09474619896
299	0.09470301274
300	0.0946636536
301	0.09461765447
302	0.09458292432
303	0.09452723679
304	0.09449035184
305	0.09445243639
306	0.09442141943
307	0.09439412168
308	0.09434697118
309	0.09434529013
310	0.09434241812
311	0.09429494682
312	0.09425556777
313	0.09425384663
314	0.09423437518
315	0.09420234741
316	0.09416453293
317	0.09407164131
318	0.09403242867
319	0.09399539035
320	0.09395166483
321	0.09394924119
322	0.09389588592
323	0.0938552454
324	0.09382768879
325	0.09379913198
326	0.09376698568
327	0.09373382291
328	0.09373220276
329	0.09369326967
330	0.09364797966
331	0.09360627563
332	0.09357497826
333	0.09355631788
334	0.09351640533
335	0.09347887253
336	0.09343562007
337	0.09343411123
338	0.09343262855
339	0.09339750228
340	0.0933729476
341	0.09333395812
342	0.0932899608
343	0.09324623999
344	0.09310117025
345	0.09306890123
346	0.09304913327
347	0.09301214369
348	0.09297997087
349	0.09294298956
350	0.09290164504
351	0.0927342732
352	0.0926964256
353	0.09266416156
354	0.09263417167
355	0.09259910651
356	0.09257292305
357	0.09252511039
358	0.09248524553
359	0.0924839406
360	0.09243694327
361	0.09240814506
362	0.09237897698
363	0.0923770584
364	0.09232415993
365	0.09228324337
366	0.09224574574
367	0.09220880369
368	0.09217841133
369	0.09213931472
370	0.09209150456
371	0.09206231423
372	0.09202058218
373	0.09199207431
374	0.09194847067
375	0.09190810685
376	0.09190670233
377	0.09187022215
378	0.09185103768
379	0.09179450074
380	0.09176104798
381	0.09173630856
382	0.09170553341
383	0.09166630494
384	0.09166497623
385	0.09163404598
386	0.09159150383
387	0.09158966116
388	0.09155956102
389	0.0915269574
390	0.09149750256
391	0.09146081859
392	0.09143628843
393	0.09140523216
394	0.09137913611
395	0.09135378886
396	0.09133473299
397	0.09133311618
398	0.09130537509
399	0.09128181911
400	0.09124138152
401	0.0912057718
402	0.09116984014
403	0.09113157216
404	0.0910931648
405	0.0910575561
406	0.09101564919
407	0.09101443811
408	0.09098418346
409	0.09094286965
410	0.09091890875
411	0.09088657591
412	0.09086207973
413	0.09082655686
414	0.09079458813
415	0.09076776019
416	0.09076638451
417	0.09072756568
418	0.090698939
419	0.09067457488
420	0.09064461165
421	0.09060779478
422	0.09057158263
423	0.09053170706
424	0.09050388499
425	0.09046488172
426	0.09042955637
427	0.09042836545
428	0.09039279219
429	0.0903613911
430	0.09033324743
431	0.09030102526
432	0.0902686685
433	0.09022917075
434	0.09019350448
435	0.09016096306
436	0.09012982258
437	0.09009005416
438	0.09005055773
439	0.09004922709
440	0.09002133194
441	0.08998542435
442	0.08994710872
443	0.08991193206
444	0.08987758611
445	0.0898478934
446	0.08981407549
447	0.08978531159
448	0.08973328222
449	0.08973213768
450	0.08970546372
451	0.08967161708
452	0.08964255681
453	0.08960323455
454	0.089579398
455	0.08955232181
456	0.08951399444
457	0.08938249134
458	0.0893487085
459	0.08931764701
460	0.08929409241
461	0.08925203042
462	0.08922594645
463	0.08922467331
464	0.08919074073
465	0.08915568861
466	0.08912985278
467	0.08910295722
468	0.0891029496
469	0.08907164714
470	0.08904436053
471	0.08901252561
472	0.08899168345
473	0.08899060777
474	0.08896782923
475	0.08893587204
476	0.08893469767
477	0.08890315241
478	0.08887273111
479	0.08884264335
480	0.08881672764
481	0.08878538621
482	0.08877334008
483	0.08875360512
484	0.08873080209
485	0.0887010397
486	0.08866781839
487	0.08864095833
488	0.0886183154
489	0.08859760138
490	0.08857498964
491	0.08857392291
492	0.08854317494
493	0.08850738782
494	0.08848360077
495	0.08845841622
496	0.08843661463
497	0.08840597062
498	0.08837536837
499	0.08831913913
500	0.08829541464
501	0.08826463729
502	0.08823641464
503	0.08820117204
504	0.08817122783
505	0.08813948454
506	0.08810564787
507	0.08806888433
508	0.08806789547
509	0.08803070408
510	0.08802964201
511	0.08800905729
512	0.0879849009
513	0.08796393028
514	0.08793480081
515	0.08790898421
516	0.08787658685
517	0.08784918152
518	0.08784802801
519	0.08782158022
520	0.08778069863
521	0.08775187452
522	0.08772681403
523	0.08772603581
524	0.08770425418
525	0.08768293844
526	0.08765767379
527	0.08763017988
528	0.08760983881
529	0.08758215014
530	0.08758106024
531	0.0875489735
532	0.08753424769
533	0.08750777976
534	0.08747344979
535	0.08747260133
536	0.08744115243
537	0.08741960926
538	0.08738551042
539	0.08735280547
540	0.08732121802
541	0.08728713376
542	0.08726069992
543	0.08722899899
544	0.0872050678
545	0.08720506646
546	0.08718466882
547	0.08716393367
548	0.08714110127
549	0.08712455041
550	0.08712364433
551	0.08708855564
552	0.08708683554
553	0.08706688034
554	0.08704027577
555	0.08700864625
556	0.08697867719
557	0.08695826172
558	0.08692591328
559	0.08689662593
560	0.08686427556
561	0.08683026323
562	0.08680266992
563	0.08678075645
564	0.08675499051
565	0.0867540725
566	0.0867245706
567	0.08669748117
568	0.08667726012
569	0.08665113437
570	0.0866277339
571	0.08659994633
572	0.08656889833
573	0.08654212874
574	0.08651405314
575	0.08648724795
576	0.08645422594
577	0.0864228666
578	0.08642200486
579	0.0863937921
580	0.08639226073
581	0.08636700959
582	0.08634475617
583	0.08631716946
584	0.08629786987
585	0.08627198417
586	0.08627109365
587	0.08625002013
588	0.08622154219
589	0.08620114218
590	0.08617131638
591	0.08613831689
592	0.08613830829
593	0.08611914131
594	0.08609693164
595	0.08607528807
596	0.08605499315
597	0.08605420628
598	0.08602653245
599	0.08601028667
600	0.08598729477
601	0.08594938171
602	0.08592114465
603	0.08588918692
604	0.0858666601
605	0.08583868487
606	0.08581171068
607	0.0857846873
608	0.08575926234
609	0.08572487302
610	0.08572400072
611	0.08569378188
612	0.08567147513
613	0.08567022002
614	0.08564670354
615	0.08561586071
616	0.08558991253
617	0.08556617921
618	0.08553832175
619	0.08551107754
620	0.08548644024
621	0.08546255098
622	0.08544214708
623	0.08542086506
624	0.0853929891
625	0.08536942204
626	0.08534587581
627	0.08531665437
628	0.08528549239
629	0.0852687735
630	0.08524333827
631	0.08522245763
632	0.0852216191
633	0.08518710377
634	0.08516565136
635	0.08514894741
636	0.08512566985
637	0.08510014129
638	0.08506524311
639	0.08503657988
640	0.08501473881
641	0.08498611766
642	0.08496039011
643	0.08493271779
644	0.08490843438
645	0.08487767634
646	0.08485697701
647	0.08482915644
648	0.08480968177
649	0.08477933888
650	0.08475284021
651	0.08472628129
652	0.08468647303
653	0.08466842494
654	0.08466749866
655	0.08464281214
656	0.08460845704
657	0.08457961884
658	0.08455049044
659	0.08452454635
660	0.08450265576
661	0.08448342736
662	0.08446267576
663	0.0844617405
664	0.08443470978
665	0.08443392555
666	0.0844071137
667	0.08438275056
668	0.08435831857
669	0.08433843273
670	0.08431051467
671	0.08427216785
672	0.08424206736
673	0.08421474494
674	0.08419207971
675	0.08417052226
676	0.08416978176
677	0.08415131273
678	0.08412905335
679	0.08410362857
680	0.08408271503
681	0.08405463644
682	0.08402648032
683	0.0840012402
684	0.08400049275
685	0.08399976282
686	0.08398001525
687	0.08395586492
688	0.08393624845
689	0.08392085591
690	0.08389604833
691	0.08386890956
692	0.08385290948
693	0.08383266923
694	0.08381202747
695	0.08379182631
696	0.08375989598
697	0.0837330299
698	0.0837074265
699	0.08368786051
700	0.08368715313
701	0.08366445
702	0.08363640551
703	0.08361996573
704	0.08360020034
705	0.08357648812
706	0.08355057305
707	0.08352083896
708	0.08349832562
709	0.08346037358
710	0.08343349762
711	0.08341201097
712	0.08339480016
713	0.08337936317
714	0.083354206
715	0.08333489373
716	0.08331557195
717	0.08329605205
718	0.08325934747
719	0.08323631744
720	0.08320924298
721	0.08317875946
722	0.08316282148
723	0.08313616161
724	0.08310759158
725	0.08307984261
726	0.0830529771
727	0.08302570951
728	0.08302469047
729	0.08302402548
730	0.08300319035
731	0.08297581983
732	0.08295531898
733	0.08292821559
734	0.08290565102
735	0.08288740525
736	0.08285864821
737	0.08282404008
738	0.08280668762
739	0.08277548181
740	0.08274111685
741	0.08274041278
742	0.08271987084
743	0.08269687402
744	0.08267354352
745	0.0826440774
746	0.08261758144
747	0.08259170558
748	0.08259092004
749	0.0825685425
750	0.08254663973
751	0.08252279998
752	0.08249435278
753	0.08247337279
754	0.08245167957
755	0.08243234014
756	0.08240924442
757	0.08237633054
758	0.0823617616
759	0.0823369022
760	0.08230840176
761	0.08228938245
762	0.08226127394
763	0.08224078553
764	0.08223495239
765	0.08220480287
766	0.08217789187
767	0.08215635149
768	0.08213759148
769	0.08211342034
770	0.08209941952
771	0.08207497538
772	0.0820742425
773	0.08205201129
774	0.08203811433
775	0.08201854434
776	0.08201754917
777	0.08199633223
778	0.08196193933
779	0.08194366594
780	0.08192692036
781	0.08189969548
782	0.08187224001
783	0.08185590782
784	0.08183353204
785	0.08181306908
786	0.08179108319
787	0.08177138387
788	0.08175282626
789	0.08175188242
790	0.0817278184
791	0.08170705375
792	0.08167758108
793	0.08165521079
794	0.08164018694
795	0.08161214173
796	0.08159039323
797	0.08155864853
798	0.08153663455
799	0.08153650473
800	0.08151641217
801	0.08148861816
802	0.08148847146
803	0.08147233446
804	0.08144433497
805	0.08142134472
806	0.08139765725
807	0.08137693476
808	0.08134957226
809	0.08134887962
810	0.08131464129
811	0.08128204841
812	0.0812609872
813	0.08123741485
814	0.081236778
815	0.08122337797
816	0.08118925956
817	0.08115727462
818	0.08114127964
819	0.08112528506
820	0.08109577375
821	0.08107050788
822	0.08105427207
823	0.0810286027
824	0.08100903045
825	0.080994947
826	0.08099431317
827	0.08097631307
828	0.08095551981
829	0.0809336394
830	0.08091686706
831	0.08089192112
832	0.08087140284
833	0.08084640909
834	0.08082878011
835	0.08080732926
836	0.08078682843
837	0.08076195421
838	0.08075045768
839	0.0807340669
840	0.08070617427
841	0.08068162913
842	0.08065601388
843	0.08063245154
844	0.08060691159
845	0.08059132559
846	0.08056354734
847	0.0805419247
848	0.08050653655
849	0.08050605091
850	0.08048956123
851	0.08046946745
852	0.08044217134
853	0.08044172332
854	0.08041632028
855	0.08036890454
856	0.0803526488
857	0.0803297517
858	0.08031175197
859	0.08029772918
860	0.08029704876
861	0.08027271744
862	0.08024874319
863	0.08021514647
864	0.08020175256
865	0.0801906472
866	0.08016687032
867	0.08014640407
868	0.08013344756
869	0.08011295952
870	0.08008217554
871	0.08005901576
872	0.0800426709
873	0.08002078821
874	0.08001035258
875	0.07998913192
876	0.07996310567
877	0.07994294451
878	0.0799222576
879	0.07990398434
880	0.07987140349
881	0.07987081631
882	0.07984984752
883	0.07982048343
884	0.0798204371
885	0.07982031406
886	0.07979285108
887	0.07979222053
888	0.07977289252
889	0.07975007346
890	0.0797268303
891	0.07970002609
892	0.07967650468
893	0.07965016763
894	0.07963132271
895	0.07959906404
896	0.07957532469
897	0.07955715462
898	0.07953364008
899	0.07953307441
900	0.07951490688
901	0.07949867355
902	0.07946461627
903	0.07944707298
904	0.07942934766
905	0.07940399032
906	0.07938409875
907	0.0793560655
908	0.07933550103
909	0.07931694627
910	0.07929340385
911	0.07928335542
912	0.0792562352
913	0.07923884938
914	0.07922074283
915	0.07922027556
916	0.07920207693
917	0.0791881485
918	0.07916743124
919	0.07913759085
920	0.07911900557
921	0.07911842899
922	0.07909820692
923	0.07908441408
924	0.07905653838
925	0.07903606614
926	0.07902366907
927	0.07899671693
928	0.07898390789
929	0.07898381518
930	0.07896623405
931	0.0789449991
932	0.07891811369
933	0.07889705433
934	0.07886397855
935	0.07885482117
936	0.07883327452
937	0.07881137779
938	0.07879044173
939	0.07878985988
940	0.07876869067
941	0.07874971251
942	0.07873402963
943	0.07871636605
944	0.07869193692
945	0.07867745838
946	0.07866131623
947	0.07864634646
948	0.07862198024
949	0.07860510298
950	0.07858375875
951	0.07856546968
952	0.07854747383
953	0.07854691929
954	0.07854615811
955	0.07852344968
956	0.07850205969
957	0.07850127945
958	0.07848693741
959	0.0784679936
960	0.07845351305
961	0.07845289442
962	0.07843590024
963	0.0784280405
964	0.078417046
965	0.07840243323
966	0.07837452878
967	0.07835311715
968	0.07833035518
969	0.07832982679
970	0.07830322044
971	0.07827769978
972	0.07826258368
973	0.07826208892
974	0.07823859975
975	0.07821983916
976	0.07820126388
977	0.07817999905
978	0.07816634027
979	0.0781413346
980	0.07811544295
981	0.07809483063
982	0.07807905666
983	0.07805870675
984	0.07804664187
985	0.07801857812
986	0.07800194589
987	0.07798364743
988	0.07796522853
989	0.07794079375
990	0.07792210953
991	0.07790108189
992	0.07788825342
993	0.07785941144
994	0.07783945489
995	0.0778141504
996	0.07779023326
997	0.07777397654
998	0.07774628426
999	0.07771902436
