iter	Passed	Remaining
142	11363	68101
143	11431	67953
144	11515	67901
145	11585	67766
146	11656	67641
147	11732	67539
148	11803	67412
149	11882	67335
150	11982	67371
151	12052	67242
152	12125	67124
153	12207	67064
154	12273	66912
155	12361	66876
156	12446	66830
157	12513	66686
158	12588	66584
159	12671	66526
160	12747	66430
161	12827	66354
162	12916	66324
163	12974	66140
164	13052	66054
165	13154	66091
166	13231	65997
167	13327	66004
168	13419	65987
169	13496	65894
170	13571	65792
171	13628	65606
172	13701	65499
173	13793	65479
174	13873	65404
175	13980	65454
176	14054	65349
177	14138	65292
178	14223	65237
179	14275	65030
180	14354	64950
181	14463	65005
182	14537	64903
183	14615	64815
184	14722	64860
185	14781	64689
186	14870	64651
187	14946	64554
188	15017	64439
189	15101	64381
190	15200	64382
191	15273	64277
192	15347	64173
193	15443	64161
194	15519	64066
195	15604	64011
196	15676	63899
197	15753	63810
198	15854	63818
199	15931	63724
200	16023	63696
201	16121	63687
202	16193	63578
203	16267	63476
204	16358	63438
205	16435	63348
206	16518	63281
207	16739	63736
208	16813	63635
209	16891	63543
210	16957	63410
211	17029	63299
212	17091	63149
213	17160	63030
214	17227	62899
215	17315	62847
216	17385	62731
217	17458	62627
218	17532	62523
219	17601	62405
220	17675	62303
221	17764	62255
222	17828	62118
223	17902	62018
224	18001	62006
225	18071	61891
226	18155	61826
227	18223	61702
228	18304	61628
229	18390	61567
230	18459	61453
231	18567	61463
232	18644	61374
233	18737	61336
234	18816	61254
235	18884	61133
236	18957	61032
237	19029	60927
238	19104	60830
239	19168	60699
240	19259	60656
241	19321	60519
242	19402	60444
243	19484	60369
244	19546	60235
245	19611	60110
246	19681	60001
247	19745	59874
248	19817	59771
249	19931	59795
250	20002	59688
251	20090	59633
252	20142	59471
253	20242	59452
254	20317	59359
255	20397	59280
256	20463	59160
257	20523	59025
258	20626	59012
259	20685	58875
260	20764	58793
261	20854	58743
262	20913	58606
263	20996	58534
264	21060	58413
265	21118	58275
266	21221	58259
267	21285	58137
268	21405	58167
269	21504	58141
270	21578	58047
271	21654	57957
272	21730	57868
273	21793	57744
274	21888	57705
275	21958	57599
276	22032	57506
277	22115	57436
278	22174	57302
279	22253	57223
280	22329	57136
281	22400	57034
282	22485	56968
283	22603	56985
284	22682	56904
285	22750	56796
286	22820	56693
287	22902	56621
288	22987	56553
289	23056	56449
290	23128	56350
291	23201	56255
292	23307	56239
293	23379	56143
294	23488	56133
295	23557	56028
296	23639	55953
297	23712	55860
298	23777	55746
299	23864	55684
300	23976	55679
301	24064	55619
302	24162	55580
303	24231	55477
304	24310	55395
305	24412	55367
306	24511	55331
307	24599	55269
308	24681	55194
309	24777	55150
310	24862	55081
311	24944	55006
312	25032	54942
313	25091	54818
314	25167	54729
315	25237	54627
316	25332	54581
317	25426	54530
318	25488	54412
319	25565	54326
320	25661	54280
321	25720	54155
322	25804	54086
323	25873	53982
324	25944	53885
325	26032	53822
326	26098	53713
327	26175	53628
328	26259	53555
329	26328	53455
330	26412	53384
331	26482	53283
332	26549	53179
333	26637	53116
334	26714	53029
335	26795	52952
336	26889	52901
337	26956	52797
338	27019	52684
339	27086	52580
340	27169	52506
341	27257	52442
342	27329	52347
343	27403	52257
344	27477	52168
345	27537	52050
346	27612	51961
347	27688	51876
348	27906	52054
349	27994	51989
350	28079	51919
351	28147	51816
352	28220	51724
353	28308	51659
354	28388	51579
355	28459	51483
356	28529	51384
357	28604	51295
358	28692	51230
359	28752	51115
360	28831	51034
361	28921	50972
362	28988	50869
363	29054	50766
364	29140	50696
365	29221	50619
366	29309	50552
367	29372	50444
368	29446	50354
369	29543	50304
370	29613	50207
371	29693	50127
372	29766	50037
373	29844	49953
374	29950	49917
375	30014	49811
376	30077	49704
377	30172	49649
378	30244	49556
379	30337	49498
380	30400	49391
381	30468	49291
382	30561	49234
383	30627	49131
384	30717	49068
385	30787	48973
386	30872	48901
387	30942	48806
388	31022	48727
389	31108	48656
390	31176	48558
391	31248	48467
392	31348	48419
393	31409	48309
394	31480	48216
395	31560	48138
396	31618	48025
397	31680	47919
398	31774	47861
399	31844	47766
400	31933	47701
401	32015	47625
402	32087	47534
403	32156	47439
404	32221	47337
405	32292	47245
406	32383	47182
407	32451	47086
408	32522	46994
409	32606	46922
410	32666	46814
411	32740	46726
412	32815	46641
413	32883	46544
414	32954	46454
415	33210	46622
416	33327	46594
417	33421	46534
418	33522	46483
419	33650	46469
420	33833	46530
421	33952	46503
422	34091	46502
423	34266	46551
424	34381	46516
425	34495	46479
426	34629	46470
427	34756	46450
428	34869	46411
429	34967	46352
430	35061	46287
431	35182	46257
432	35287	46207
433	35357	46111
434	35435	46025
435	35530	45961
436	35594	45858
437	35677	45778
438	35767	45707
439	35833	45606
440	35923	45536
441	36016	45468
442	36095	45383
443	36192	45322
444	36273	45239
445	36366	45173
446	36464	45111
447	36524	45002
448	36598	44912
449	36686	44838
450	36782	44774
451	36884	44718
452	36969	44640
453	37076	44589
454	37156	44506
455	37247	44435
456	37345	44373
457	37413	44275
458	37525	44229
459	37616	44159
460	37736	44121
461	37875	44105
462	37998	44071
463	38100	44012
464	38188	43937
465	38260	43843
466	38354	43774
467	38435	43691
468	38480	43567
469	38563	43486
470	38625	43381
471	38724	43318
472	38803	43233
473	38887	43153
474	38967	43069
475	39057	42995
476	39192	42971
477	39483	43118
478	39564	43033
479	39668	42974
480	39771	42913
481	39882	42861
482	39999	42815
483	40094	42745
484	40222	42710
485	40345	42670
486	40445	42604
487	40539	42533
488	40648	42477
489	40748	42411
490	40841	42338
491	40934	42265
492	41010	42174
493	41117	42116
494	41226	42059
495	41420	42088
496	41535	42037
497	41641	41976
498	41732	41899
499	41821	41821
500	41919	41752
501	42020	41686
502	42114	41611
503	42193	41523
504	42305	41467
505	42438	41431
506	42538	41364
507	42690	41345
508	42853	41338
509	43035	41347
510	43154	41296
511	43300	41270
512	43451	41249
513	43528	41157
514	43613	41072
515	43693	40984
516	43783	40904
517	43871	40822
518	43973	40754
519	44046	40658
520	44127	40569
521	44223	40495
522	44323	40425
523	44389	40323
524	44461	40226
525	44562	40157
526	44626	40054
527	44728	39984
528	44814	39901
529	44915	39830
530	44978	39726
531	45068	39646
532	45153	39562
533	45228	39468
534	45339	39407
535	45422	39321
536	45523	39250
537	45604	39162
538	45724	39107
539	45870	39075
540	45955	38990
541	46055	38918
542	46153	38843
543	46234	38755
544	46329	38678
545	46380	38565
546	46453	38470
547	46548	38393
548	46614	38293
549	46697	38206
550	46812	38146
551	46957	38110
552	47014	38002
553	47095	37914
554	47181	37829
555	47243	37726
556	47334	37646
557	47428	37568
558	47490	37465
559	47558	37367
560	47630	37272
561	47718	37190
562	47797	37100
563	47888	37020
564	48035	36982
565	48200	36959
566	48340	36916
567	48449	36849
568	48659	36857
569	48765	36788
570	48866	36714
571	48972	36643
572	49119	36603
573	49216	36526
574	49325	36458
575	49434	36389
576	49543	36320
577	49612	36222
578	49683	36125
579	49772	36041
580	49845	35947
581	49943	35870
582	50056	35803
583	50188	35751
584	50260	35654
585	50353	35573
586	50429	35480
587	50528	35404
588	50626	35326
589	50725	35249
590	50820	35170
591	50906	35083
592	50963	34978
593	51056	34897
594	51177	34835
595	51358	34813
596	51504	34767
597	51574	34670
598	51821	34691
599	52054	34703
600	52151	34622
601	52253	34546
602	52340	34459
603	52457	34392
604	52584	34332
605	52650	34231
606	52744	34149
607	52946	34136
608	53087	34083
609	53256	34049
610	53372	33980
611	53447	33885
612	53525	33791
613	53619	33708
614	53695	33614
615	53785	33528
616	53891	33452
617	53961	33354
618	54053	33270
619	54151	33189
620	54210	33085
621	54286	32990
622	54370	32901
623	54456	32813
624	54521	32713
625	54600	32620
626	54696	32539
627	54810	32467
628	54891	32376
629	54969	32283
630	55057	32196
631	55138	32105
632	55205	32006
633	55290	31918
634	55356	31818
635	55427	31722
636	55506	31630
637	55571	31531
638	55656	31443
639	55771	31371
640	55858	31283
641	55985	31219
642	56119	31158
643	56210	31073
644	56311	30993
645	56418	30916
646	56516	30834
647	56603	30747
648	56697	30663
649	56773	30570
650	56877	30492
651	56973	30409
652	57191	30391
653	57263	30295
654	57357	30211
655	57440	30121
656	57524	30031
657	57634	29955
658	57708	29861
659	57797	29774
660	57905	29697
661	57979	29602
662	58053	29508
663	58137	29418
664	58205	29321
665	58300	29237
666	58376	29144
667	58457	29053
668	58551	28969
669	58622	28873
670	58705	28784
671	58789	28694
672	59028	28681
673	59168	28618
674	59264	28534
675	59357	28449
676	59426	28352
677	59545	28279
678	59627	28189
679	59724	28105
680	59808	28015
681	59890	27925
682	59964	27831
683	60056	27745
684	60126	27649
685	60230	27569
686	60339	27490
687	60427	27403
688	60506	27311
689	60590	27221
690	60656	27124
691	60741	27035
692	60818	26942
693	60902	26853
694	60983	26762
695	61052	26666
696	61169	26591
697	61247	26499
698	61323	26406
699	61388	26309
700	61439	26205
701	61522	26116
702	61636	26040
703	61701	25942
704	61775	25849
705	61849	25755
706	61909	25656
707	61996	25569
708	62123	25497
709	62197	25404
710	62284	25316
711	62372	25229
712	62464	25143
713	62558	25058
714	62633	24965
715	62730	24881
716	62816	24793
717	62897	24703
718	62991	24618
719	63071	24527
720	63173	24445
721	63401	24412
722	63623	24375
723	63699	24283
724	63801	24200
725	63870	24105
726	63961	24018
727	64096	23948
728	64176	23856
729	64232	23757
730	64318	23668
731	64437	23591
732	64529	23505
733	64617	23417
734	64692	23324
735	64760	23229
736	64838	23137
737	64967	23064
738	65064	22979
739	65153	22891
740	65231	22800
741	65320	22712
742	65438	22634
743	65506	22539
744	65577	22446
745	65686	22365
746	65744	22266
747	65823	22175
748	65893	22081
749	65981	21993
750	66067	21905
751	66143	21813
752	66269	21737
753	66339	21644
754	66421	21553
755	66514	21467
756	66593	21376
757	66695	21293
758	66801	21210
759	66885	21121
760	66958	21028
761	67076	20950
762	67161	20861
763	67245	20772
764	67321	20680
765	67387	20585
766	67493	20503
767	67581	20415
768	67663	20325
769	67724	20229
770	67838	20149
771	67937	20064
772	68019	19974
773	68100	19884
774	68206	19801
775	68277	19708
776	68370	19622
777	68474	19538
778	68551	19447
779	68612	19352
780	68696	19263
781	68817	19184
782	68895	19093
783	68974	19003
784	69076	18919
785	69150	18827
786	69232	18737
787	69317	18648
788	69384	18555
789	69457	18463
790	69514	18367
791	69652	18292
792	69922	18252
793	70011	18164
794	70156	18090
795	70258	18006
796	70348	17918
797	70455	17834
798	70524	17741
799	70587	17646
800	70682	17560
801	70785	17475
802	70847	17380
803	70963	17299
804	71035	17207
805	71130	17120
806	71205	17029
807	71282	16938
808	71364	16848
809	71421	16753
810	71574	16680
811	71684	16596
812	71786	16511
813	71857	16419
814	71941	16330
815	72007	16237
816	72087	16146
817	72187	16061
818	72260	15969
819	72344	15880
820	72437	15793
821	72549	15710
822	72627	15619
823	72700	15528
824	72795	15441
825	72881	15352
826	72949	15260
827	73028	15170
828	73100	15078
829	73182	14989
830	73270	14901
831	73351	14811
832	73451	14725
833	73514	14632
834	73589	14541
835	73672	14452
836	73738	14360
837	73818	14270
838	73906	14182
839	73975	14090
840	74057	14001
841	74180	13919
842	74277	13833
843	74346	13741
844	74435	13653
845	74527	13566
846	74601	13475
847	74679	13385
848	74786	13301
849	74848	13208
850	75075	13144
851	75153	13054
852	75218	12962
853	75288	12871
854	75394	12786
855	75471	12696
856	75552	12606
857	75641	12518
858	75715	12428
859	75790	12337
860	75859	12246
861	75963	12161
862	76065	12075
863	76167	11989
864	76259	11901
865	76328	11810
866	76413	11722
867	76526	11637
868	76588	11545
869	76664	11455
870	76761	11368
871	76825	11277
872	76914	11189
873	77001	11100
874	77060	11008
875	77143	10919
876	77238	10832
877	77320	10743
878	77391	10653
879	77463	10563
880	77554	10475
881	77610	10383
882	77690	10294
883	77782	10206
884	77834	10114
885	77899	10023
886	77996	9936
887	78057	9845
888	78129	9755
889	78216	9667
890	78304	9579
891	78374	9489
892	78428	9397
893	78500	9307
894	78591	9220
895	78660	9130
896	78742	9041
897	78822	8953
898	78902	8864
899	78971	8774
900	79028	8683
901	79113	8595
902	79196	8507
903	79261	8417
904	79331	8327
905	79411	8239
906	79481	8149
907	79554	8060
908	79629	7971
909	79691	7881
910	79765	7792
911	79864	7706
912	79946	7618
913	80024	7529
914	80116	7442
915	80176	7352
916	80263	7264
917	80346	7176
918	80418	7088
919	80518	7001
920	80576	6911
921	80652	6823
922	80755	6736
923	80810	6646
924	80882	6558
925	80958	6469
926	81037	6381
927	81111	6293
928	81189	6204
929	81257	6116
930	81335	6028
931	81440	5942
932	81519	5854
933	81596	5765
934	81686	5678
935	81761	5590
936	81832	5502
937	81915	5414
938	82050	5330
939	82109	5241
940	82192	5153
941	82282	5066
942	82347	4977
943	82443	4890
944	82536	4803
945	82619	4716
946	82681	4627
947	82764	4539
948	82853	4452
949	82920	4364
950	82997	4276
951	83093	4189
952	83154	4100
953	83209	4012
954	83276	3924
955	83344	3835
956	83415	3748
957	83480	3659
958	83558	3572
959	83634	3484
960	83712	3397
961	83774	3309
962	83842	3221
963	83918	3133
964	83997	3046
965	84077	2959
966	84191	2873
967	84266	2785
968	84345	2698
969	84420	2610
970	84494	2523
971	84581	2436
972	84659	2349
973	84748	2262
974	84932	2177
975	85058	2091
976	85386	2010
977	85467	1922
978	85540	1834
979	85639	1747
980	85736	1660
981	85846	1573
982	85932	1486
983	86009	1398
984	86083	1310
985	86145	1223
986	86208	1135
987	86304	1048
988	86389	960
989	86477	873
990	86567	786
991	86642	698
992	86743	611
993	86816	524
994	86936	436
995	87208	350
996	87310	262
997	87396	175
998	87482	87
999	87574	0
